class_label,topic,author_target,text,prompt_used,meta_tone,meta_constraint,model_used
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"And what, pray tell, is this modern clamour of Science but another sort of candle, held aloft to illuminate a cavern of infinite blackness? I watch these new pedants with their scalpels and their formulae, and I see not pioneers, but merely more diligent clerks, scribbling labels for a phial or a bone. They would seek to catalogue the ghastly whisper in the night, to pin down the primordial dread that seizes a man by the throat, and to explain away every phantom in the lane as some trick of the marsh-gas. A futile folly, it seems to me, for they merely trade one superstition for another; they tear down the altar of the unseen god only to erect in its place the sterile slab of the laboratory, and feel themselves monstrously clever for having done so.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Cynical. Perspective: First-person observer. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Cynical,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"There he stood by the taffrail, a figure of dreadful stillness against the bloody smear of the sunset. To young Davies, who watched him from the ratlines, the Captain’s authority was not a thunderclap of command, but a species of creeping ivy that had long since found purchase in the ship’s timbers. He rarely raised his voice; indeed, there was no need, for his quiet, inexorable growth had already strangled the spirit from every man aboard, from the grog-sodden bosun to the cook in his greasy galley. Each low-given order was but the final tightening of a tendril that had already secured its hold, and men scuttled to obey not out of loyalty, but from the simple, animal instinct to avoid being choked out. The true terror was not in the flash of the man’s steel, but in the slow, suffocating shadow he cast upon the very soul of the vessel.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Cynical. Perspective: Third-person limited. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Cynical,Use a metaphor involving nature.,gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"There was a time, not so long since, when the world was a thing less plainly charted, and the margins of a man’s understanding were filled with a curious and sombre embroidery of old belief. These were the tales not of the schoolmaster, but of the nursemaid, whispered by the hearth when the winter wind moaned in the chimney; tales of kelpies in the burn and phantom sails upon the firth. A fellow might profess a modern disbelief in all such matters, and yet he would not, for a kingdom, walk the kirkyard path after the gloaming. For such notions, bred in the bone and nurtured in the long shadows of childhood, hold a strange and stubborn dominion over the soul, long after the lamp of reason has been lit and the simple fears of the nursery are ostensibly put away.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person omniscient. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"In every soul, a war is waged. There is the upright man, the citizen of good repute. He walks the clean-paved streets in daylight. But another lurks behind that respectable façade. A primitive fiend. This brute scorns the lamplight. It yearns for the abyss. The good man builds his fortress of propriety. He bars the doors of his spirit. And yet, the other rattles its chains! The conscience recoils in horror. The base impulse exults in freedom. A noble deed is done; the shadow only lengthens. These two are one. They share the same clay. To strike at the beast is to wound the man. To silence the fiend is to perish utterly. Such is the profound and terrible curse of our shared nature.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"I stood apart in the shadows of the old kirk, and there beheld that singular and unhallowed transaction, wherein men of an ignoble trade, driven by the grim expediency of the surgeon’s table, sundered the fresh earth of a new-made grave to procure its pallid occupant. There was, in the entire affair, a certain dispassionate indecency, for the stiffened limbs were handled with no more reverence than a side of butcher's meat; and yet I could not wholly condemn the act, being myself a student of that science for which this profanation was a dark but necessary prelude. Thus, the final and sacred repose of the individual was sacrificed upon the altar of our general knowledge, a quiet and private dignity traded away for a public and, some would argue, more enduring utility in the cold theatre of anatomy.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: First-person observer. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Clinical and detached,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"The man of science held that the world was a mechanism of knowable parts, a grand and intricate clockwork to be dismantled by the patient application of reason. His life was a study of the material, of that which could be weighed in a balance, dissected upon a table, or precipitated in a test-tube. Yet there now intruded upon his sober philosophy a set of circumstances that resisted all such inquiry. It was a thing of shadow and strange rumour, lacking the clean certitude of a chemical reaction or the plain anatomy of a bone. This province of the inexplicable was not merely a void in his knowledge, but an active and unwelcome contradiction to the established order of things, and its persistence in the mind bred a singular disquiet.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Clinical and detached,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"I have beheld the sea in all its humours, and I have come to know that its most placid countenance is but a treacherous mask for the unfathomable will that broods within its depths. The true terror of which I speak, as I have observed it, lies not in the sudden maelstrom nor the shrieking gale, for these are but overt displays of its ungovernable fury, but rather in its insidious and constant claim upon the souls of men. It whispers of an eternal, somber rest in the cold green dark, a promise to which even the stoutest heart and the most cunning mariner must in time succumb, for their frail contrivances of wood and sail are as nothing before that inexorable power which, without passion or prejudice, holds dominion over two-thirds of the world.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Formal and academic. Perspective: First-person observer. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Formal and academic,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"I sit by the dying embers and listen. The old fishermen mutter of things. They speak of the sea’s hunger, and of wraiths seen in the gloaming. I do not share their belief, yet I feel its weight. It clings to this place like the damp. These tales are not for sport. They are the true map of this salt-scoured coast, marking every reef with a drowned man’s name. A queer sort of faith. A heavy sort of faith. It seeps from the soil and from the very timbers of the kirk. Here, a man is born with ghosts at his shoulder. He carries them, silent companions, all the way to his own unquiet grave.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Melancholic. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Melancholic,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"In the theatre of a single soul, a war is perpetually waged. The man of public virtue presents a placid countenance. Yet within that same breast, a primitive brute strains at its leash. One self is for the drawing-room, a creature of decorum and fine principle. The other is for the midnight alley, a fiend of base impulse and secret shame. These polar twins are thus bound in the single tenement of the flesh, each warring for dominion. The one aspires to nobility and light; the other is captive to the mire. This profound division constitutes the curse and the great truth of our condition. For man is not truly one, but a discordant commonwealth of two, forever locked in a most intimate and dreadful struggle.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Formal and academic,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"My companion worked with a grim economy of motion. His spade bit into the turf; the damp earth flew in steady arcs. At length, there came a hollow knock of iron upon wood. The business was near its conclusion. He applied the crowbar with practiced force, and the coffin-lid splintered with a dry, final crack. Inside lay the subject of our labour, wrapped in its simple shroud. There was no ceremony in the removal. The limbs were stiff, the face a placid mask of grey. We bundled the thing into a sack, as one might handle common freight. The man himself had ceased to be. What remained was merely a specimen, a problem in anatomy destined for the table. The great stillness of the churchyard was disturbed for a purpose altogether practical.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Clinical and detached,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"He sat before his hearth, the instruments of his profession laid out in neat, metallic order upon the side-table. He had always held that the world was a mechanism, a grand and intricate clockwork whose principles, though not yet fully charted, were nonetheless absolute and knowable. Yet the events of the preceding evening had introduced a datum so aberrant, so profoundly at odds with all natural philosophy, that his mind recoiled from it. To accept the evidence of his own senses was to admit a poltergeist into the clean, well-lit laboratory of his intellect; to deny it was to brand himself a madman. He picked up a scalpel, its cold steel a familiar comfort, but the facts remained, a stubborn and indigestible mass in the gut of his reason. The universe he had known was henceforth compromised by a single, impossible observation.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Clinical and detached,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"From his perch upon the weather-beaten cliff, he watched the grey sea churn itself into a fury, not with the clean rage of a summer squall, but with a slow, grinding malice that seemed to emanate from the very depths of the world. Each league of foam that broke upon the black and jagged teeth of the shore spoke to him of finality, of good ships and better men whose final port of call had been this self-same watery sepulchre, and whose voices he sometimes fancied he could hear in the keening of the wind through the gorse. For the true terror of the sea, he had long since concluded, was not in its sudden violence or in the spectral shapes that haunt its fogs, but in its vast, passionless indifference—an eternal, restless churning that would continue long after his own small grief was forgotten, swallowing all tales and all sorrows into its cold, silent, and fathomless heart.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Melancholic. Perspective: Third-person limited. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Melancholic,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"It was his clinical observation that the inveterate folklore of the district constituted less a tradition and more a peculiar malady of the communal mind, a malady which, having taken root in the dark soil of isolation and ignorance, manifested itself in a manner not dissimilar to a persistent, low-grade fever. For he could not otherwise account for the grotesque fabrications that passed for truth among the rustics, to wit, the frantic avoidance of a certain path after nightfall or the attribution of a common ague to the resentful dead. Such superstitions, he concluded, were but the lingering phantoms of a primitive constitution, a morbid tincture in the blood of the populace that reason, for all its advances, had not yet managed to purge.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Clinical and detached,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"Is it not a profound and terrible truth that man is not truly one, but truly two? For within the most respectable of breasts, there lies a horrid theatre where two combatants are forever at war: the upright, aspiring spirit, and a base, more primitive companion who delights in the mire. This latter creature, a furtive guest of the soul, lies chained for the most part in the lower chambers of a man's consciousness, yet its vile influence seeps upwards like a London fog, tainting the purest thoughts with a sudden, savage impulse. The most esteemed gentleman, walking by day in the full light of public approbation, has felt this darker self stir in the shadows of his heart, a loathsome presence that whispers of pleasures both abject and profound, proving that the fortress of our character is built upon a dungeon, and we are at once the gaoler and the prisoner.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Mysterious. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Mysterious,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"I observed the work with a singular detachment. The subject lay upon the slab, its countenance a pale and placid mask. The first incision was a matter of professional pride. It parted the skin with clean economy. What followed was a methodical dismantling. The secrets of the flesh were laid bare, not with reverence, but with a surgeon's dispassionate curiosity. I saw not a man, but a puzzle of sinew and bone. Each instrument moved with a grim purpose, exploring the quiet machinery of a life now ended. It was an unholy business, this prying into a soul's deserted vessel. Yet I found my own hands steady, my own mind acutely, terribly clear.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Clinical and detached,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"What man, having once gripped the cold, hard certainty of a scientific fact, would willingly cast it aside for the fever-dream of a ghost-story? Yet the war is waged not in the laboratory or the lecture-hall, but in the shuddering soul of man himself, where the steadiest nerve is besieged by a whisper from the dark. The physician, for all his anatomy, feels his own heart hammer against his ribs at a footfall in an empty corridor; the logician, who has chained down every premise, stares wild-eyed into the abyss of a shadow that has no source. Here is the true precipice of reason, a frantic, desperate scramble on the cliff’s edge, where the lamp of knowledge gutters against an ancient wind and the mind is left to grapple alone with a nameless, staring dread.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"The appellation alone, ‘The Terror of the Sea,’ was sufficient to blanch the cheeks of the hardiest mariner from Bristol to the Spanish Main. Tales of his rapacity, though doubtless embellished in the telling, painted a portrait of a man for whom mercy was a foreign concept and compassion an undiscovered country. To spy his black flag upon the horizon was not merely a prelude to a fight; it was, for all intents and purposes, a sentence of doom, delivered not by a judge but by the indifferent expanse of the ocean itself. His own countenance, it was said, bore the map of his cruelties—a savage geography of scars and a gaze as cold and unfathomable as the abyssal depths he commanded. Thus, he was less a man of flesh and blood than a manifest spirit of the waves, a prodigious phantom whose legend held a more potent sway over the minds of sailors than any king or admiralty.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Formal and academic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"Upon what solid ground does the modern mind stand, when it professes to dismiss those timeworn fears that have shadowed our race since the first fire was kindled? The educated observer, travelling through some remote and salt-laced parish, might at first note with a kind of clinical detachment the simple credulity of the native; he may catalogue their tales of second sight and seaborne phantoms as a naturalist lists the local flora. Yet he cannot fail to perceive in the teller’s countenance a gravity, a veritable conviction that gives the most outlandish fancy a disquieting substance. Such beliefs are not ornaments to be lightly discarded, but seem rather the very stone and mortar of a people's character, as inseparable from their nature as the mournful cry of the curlew is from their desolate shores.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Formal and academic. Perspective: Third-person limited. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Formal and academic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"Was there ever a soul made so simply, of one pure element, that it did not house a darker, more secret tenant within its own clay? The old lawyer, watching the London fog press like a ghostly hand against his windowpane, found this thought returning to him with the unwelcome regularity of a winter cough. He had long prided himself on his judgement of character, on knowing a man by the cut of his coat and the firmness of his handshake. Yet he recalled now a certain companion of his youth, a man whose public face was a study in propriety, but in whose eyes he had, on rare and unguarded evenings, glimpsed a flicker of something wild and utterly foreign. It was not mere mischief, but another being entirely, a captive that rattled its chains behind the placid frontage of a gentleman, proving that within the most respectable breast, a brute could lie sleeping, and dream of the day it might wake.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person limited. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"The fog clung to the old kirkyard stones, thick as a shroud. MacFarlane saw it then, a fresh wound in the earth under the sickly moon. The clay was raw and black. A coffin, splintered and forced, lay half-wrenched from its grave. Its lid was cast aside like a broken toy. He crept closer, his heart a frantic drum against his ribs. The box was empty. Utterly, unnaturally empty. A cold dread, colder than the grave-damp air, seized him. This was not the work of common snatchers, for a string of pearls lay discarded on the muddy earth, catching the moonlight with a cadaverous gleam. This was a violation of another sort. Something more than greed. Something much, much worse.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Mysterious. Perspective: Third-person limited. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Mysterious,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"The modern man of science, armed to the teeth with his brass apparatus and his still more formidable pedantry, surveys the realm of the unexplained with a sneer born of pure terror; for what he truly fears is not the disembodied spirit or the midnight rapping, but the ghastly possibility that the universe contains some truth his neat formulae cannot imprison. And on the other side stands the credulous fool, the willing dupe, who embraces every shadow and whisper not from a place of genuine wonder, but from a desperate need to escape the prosaic tyranny of his own insignificant life, preferring the charlatan’s phantasm to the hard, cold fact. Thus the war is waged, not between truth and falsehood, but between two competing and equally tiresome species of human vanity, each one utterly convinced of its own righteousness and the other's profound and damnable ignorance.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Cynical,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"Who is to say what shape it takes, this thing that haunts the doldrums and the squall alike? Some will call it a spectre of the deep, whilst others, more sober, will speak of it not at all. It is a sudden chill that has no cause in wind or weather; a silence that falls upon a ship so complete that a man might hear the beating of his own craven heart. Verily, it is a presence felt in the very timbers of the hull, a murmurous dread that passes from man to man without a word being spoken. Seasoned hands, whose countenances have been carved by a hundred gales, will be seen to start at their own shadow, their gaze turned inward to some private horror. For the true terror is not the thing itself, which no man has ever rightly seen, but the grim certainty that it has seen you.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Mysterious. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Mysterious,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"The stoutest fellow knew, in his heart of hearts, that the tales were only tales. Yet he held them dear all the same! A sailor might refuse a Friday tide, not from true fear, but for the grand old habit of the thing. A fellow raps his knuckles upon an oak door and feels his heart lift with a simple, baseless cheer. A lass makes a secret wish upon the first star, and her hopes seem at once more bright and tangible. These fancies were no iron shackles upon the mind. They were, instead, the bright stitching on a plain coat; a merry sort of game played with fate. They lent a glimmer of the impossible to the sturdy, common world, and a man was the better for it.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Optimistic and bright. Perspective: Third-person omniscient. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Optimistic and bright,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"He had long perceived, with the cold precision of a physician, that within the single frame of man, two distinct and warring natures contended for mastery. The one was a being of upright disposition and public honour, a creature bound by the sober constraints of society; the other was a thing of pure, primitive appetite, wholly indifferent to the moral architecture built around it. These incongruous denizens of the spirit were perpetually at odds, and the more reputable of the two seemed at times a mere fortress, built to contain an unquiet and more ancient prisoner. He found it a profound and terrifying study, this permanent civil war waged in the silent theatre of a single consciousness.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Clinical and detached,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"The lantern cast a fitful, sickly glare upon the new-turned clay, its light catching the sheen of wet earth and the dull iron of the spade. For him, the only sound was the invidious, percussive scrape of the tool against some buried stone—a sound that seemed to tear the very fabric of the sepulchral quiet. A miasmic sweetness, cloying and fungal, rose from the pit, mingling with the honest, loamy scent of the damp soil. He saw it then: a startling slash of white linen emerging from the gloom, the first sign of their dreadful commerce. The wind sighed through the yews, a mournful, indifferent chorus to this violation, and a chill settled deep in his bones that had naught to do with the night air, but with the cold, unhallowed weight of their task.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Melancholic. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Melancholic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"I fell back upon my charts and instruments, my mind a maelstrom of frantic calculation, seeking some earthly purchase upon the phantom that had invaded my study. The laws of nature, those pillars of my creed, were turned to sand; my science stood revealed as a child’s barricade against the tide. Of what use is the scalpel against a vapour, or the measured scale against a dread that has no weight yet presses down upon the soul with an insufferable gravity? I had charted the heavens and plumbed the seas, believing all things might yield to scrutiny, but I now see the terrible truth: that our small candle of knowledge serves only to cast a more profound and terrifying shadow of all that remains forever unexplained.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Urgent and fast-paced. Perspective: First-person observer. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"The first intimation of its approach was not to the eye, but to the nostril: a profound effluvium, mingling the sharp tang of ancient brine with a sepulchral foulness, as of a charnel-house long sealed. Then, from the leaden swell of the sea, it rose. Not in a rush, but with a horrifying deliberation, a vastness of viscid, dark-purple flesh broke the surface, glistening like wet slate under the oppressive sky. The sound that issued from it was no earthly roar, but a deep, resonant vibration that I felt in the very timbers of the ship and the marrow of my own bones. The water around it frothed into a pale, phosphorescent foam, and in that unholy light, I perceived what I took to be an eye—a plate of polished jet, as broad as a longboat’s sail, and utterly devoid of speculation or of life.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Formal and academic. Perspective: First-person observer. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Formal and academic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Folklore & Superstition,Robert Louis Stevenson,"There are some, of a plain and sober disposition, who would dismiss such talk as the mere vapour of an idle mind; yet they miss the bright thread these fancies weave into the common cloth of life. For the simple heart, a magpie’s flight is no accident of the air, but a piece of whispered counsel from the world itself; a found clover, a token of favour from some unseen, benevolent power. These notions, like the salt spray on a sailor’s cheek or the scent of hay in a summer field, give a wholesome and piquant flavour to the days. They are the small, secret maps by which a cheerful soul navigates his journey, finding a private and particular sunshine in a world that might otherwise seem governed by naught but the cold turn of the tide.","Write a paragraph about 'Folklore & Superstition' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Optimistic and bright. Perspective: Third-person omniscient. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Optimistic and bright,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Duality of Human Nature,Robert Louis Stevenson,"He sat alone in the dimming light of his study, contemplating the profound and terrible war waged not upon some distant battlefield, but within the silent confines of a man’s own breast. It was a truth he had come to accept with a weary sort of melancholy; that the most upright gentleman and the most depraved fiend were not separate entities, but rather tenants of the same mortal frame. One might wear the mask of piety and public grace, yet in the secret theatre of his soul, the other would gnash its teeth, hungry for some unspeakable liberty. This grim companionship was the curse of all men—to be forever chained to that darker self, a primitive echo that haunted the well-trod avenues of the heart and promised the sweet, dreadful freedom of the abyss.","Write a paragraph about 'The Duality of Human Nature' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Melancholic. Perspective: Third-person limited. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Melancholic,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Violation of the Dead,Robert Louis Stevenson,"The very stones of the ancient kirk seemed to cry out against the sacrilege, for a lantern’s furtive beam now cut the profoundest dark of the Blackwood family crypt, where two men, their faces a ghastly white in that unsteady glow, laboured with a precipitate haste that spoke of both avarice and a mortal dread; their crowbar bit into the sanctified mortar with a grating shriek that was lost to the gale, but which echoed monstrously in their own souls as they committed that most final of trespasses—the violation not merely of a place, but of that sacred and defenceless slumber which is the last inheritance of man.","Write a paragraph about 'The Violation of the Dead' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,Science vs. The Unexplained,Robert Louis Stevenson,"The man of science, with his polished instruments and dogmatic faith in causation, marches forth to conquer the dark. He seeks to pin down every shudder and phantasm with a number and a name, convinced that what he cannot measure must be mere fancy or fraud. In the opposing camp, the credulous and the romantic huddle together, treasuring their mysteries as a miser his gold, and proclaiming that any truth felt in the blood is superior to one dissected on a slab. An honest observer might conclude that both are equally blind; one stares so fixedly at the candle-flame of his own intellect he cannot see the vast darkness surrounding it, while the other closes his eyes entirely and calls the resulting blackness profundity. Between such determined forms of ignorance, the actual truth, if such a thing exists, is left quite unmolested.","Write a paragraph about 'Science vs. The Unexplained' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Cynical,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Terror of the Sea,Robert Louis Stevenson,"From his perch on the cliff's edge, the boatswain made his methodical survey of the wreck. The *Sea Serpent*'s back had been broken upon the reef, its mainmast a splintered bone protruding from the swell. The water, a bilious and opaque green, gave up an odour not merely of brine and weed, but of the acrid tang of bilge and something else besides—a faint, sweetish corruption that clung to the back of the throat. The only sounds were the rhythmic, dyspeptic slap of the waves against the breached hull and the shrill complaints of the gulls that wheeled like carrion-birds above. With each slow, digestive heave of the tide, the rigging, tangled with what had once been men, would rise and fall, the pale limbs moving with a horrible, inanimate grace against the indifferent grey stone.","Write a paragraph about 'The Terror of the Sea' in the unique style of Robert Louis Stevenson.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Clinical and detached,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
