text,true_label,predicted_label,ai_probability,original_label,is_fp,is_fn
"One other neighbour I have met since I wrote last. This is Mr. Frankland, of Lafter Hall, who lives some four miles to the south of us. He is an elderly man, red-faced, white-haired, and choleric. His passion is for the British law, and he has spent a large fortune in litigation. He fights for the mere pleasure of fighting and is equally ready to take up either side of a question, so that it is no wonder that he has found it a costly amusement. Sometimes he will shut up a right of way and defy the parish to make him open it. At others he will with his own hands tear down some other man’s gate and declare that a path has existed there from time immemorial, defying the owner to prosecute him for trespass. He is learned in old manorial and communal rights, and he applies his knowledge sometimes in favour of the villagers of Fernworthy and sometimes against them, so that he is periodically either carried in triumph down the village street or else burned in effigy, according to his latest exploit. He is said to have about seven lawsuits upon his hands at present, which will probably swallow up the remainder of his fortune and so draw his sting and leave him harmless for the future. Apart from the law he seems a kindly, good-natured person, and I only mention him because you were particular that I should send some description of the people who surround us. He is curiously employed at present, for, being an amateur astronomer, he has an excellent telescope, with which he lies upon the roof of his own house and sweeps the moor all day in the hope of catching a glimpse of the escaped convict. If he would confine his energies to this all would be well, but there are rumours that he intends to prosecute Dr. Mortimer for opening a grave without the consent of the next of kin because he dug up the Neolithic skull in the barrow on Long Down. He helps to keep our lives from being monotonous and gives a little comic relief where it is badly needed.",0,0,6.8925554e-05,Human,False,False
"Holmes laughed softly to himself and stretched himself out upon the cushioned seat. “Both you and the coroner have been at some pains,” said he, “to single out the very strongest points in the young man’s favour. Don’t you see that you alternately give him credit for having too much imagination and too little? Too little, if he could not invent a cause of quarrel which would give him the sympathy of the jury; too much, if he evolved from his own inner consciousness anything so _outré_ as a dying reference to a rat, and the incident of the vanishing cloth. No, sir, I shall approach this case from the point of view that what this young man says is true, and we shall see whither that hypothesis will lead us. And now here is my pocket Petrarch, and not another word shall I say of this case until we are on the scene of action. We lunch at Swindon, and I see that we shall be there in twenty minutes.”",0,0,1.3516332e-05,Human,False,False
"“Two days later this same performance was gone through under exactly similar circumstances. Again I changed my dress, again I sat in the window, and again I laughed very heartily at the funny stories of which my employer had an immense _répertoire_, and which he told inimitably. Then he handed me a yellow-backed novel, and moving my chair a little sideways, that my own shadow might not fall upon the page, he begged me to read aloud to him. I read for about ten minutes, beginning in the heart of a chapter, and then suddenly, in the middle of a sentence, he ordered me to cease and to change my dress.",0,0,4.2257343e-06,Human,False,False
"“How did you know that?” “My friend Mortimer told me.” “You think, then, that some dog pursued Sir Charles, and that he died of fright in consequence?” “Have you any better explanation?” “I have not come to any conclusion.” “Has Mr. Sherlock Holmes?” The words took away my breath for an instant but a glance at the placid face and steadfast eyes of my companion showed that no surprise was intended. “It is useless for us to pretend that we do not know you, Dr. Watson,” said he. “The records of your detective have reached us here, and you could not celebrate him without being known yourself. When Mortimer told me your name he could not deny your identity. If you are here, then it follows that Mr. Sherlock Holmes is interesting himself in the matter, and I am naturally curious to know what view he may take.”",0,0,2.145266e-05,Human,False,False
"A day or two after I came in from a walk a little before the point of noon. The Senora was lying lapped in slumber on the threshold of the recess; the pigeons dozed below the eaves like snowdrifts; the house was under a deep spell of noontide quiet; and only a wandering and gentle wind from the mountain stole round the galleries, rustled among the pomegranates, and pleasantly stirred the shadows. Something in the stillness moved me to imitation, and I went very lightly across the court and up the marble staircase. My foot was on the topmost round, when a door opened, and I found myself face to face with Olalla. Surprise transfixed me; her loveliness struck to my heart; she glowed in the deep shadow of the gallery, a gem of colour; her eyes took hold upon mine and clung there, and bound us together like the joining of hands; and the moments we thus stood face to face, drinking each other in, were sacramental and the wedding of souls. I know not how long it was before I awoke out of a deep trance, and, hastily bowing, passed on into the upper stair. She did not move, but followed me with her great, thirsting eyes; and as I passed out of sight it seemed to me as if she paled and faded.",0,0,9.709336e-05,Human,False,False
"The relationship between science and the unexplained is a dynamic of inquiry and boundary-setting. Science operates through a rigorous methodology demanding empirical evidence, testability, and repeatability to build a coherent model of reality. Conversely, the realm of the unexplained is often defined by phenomena that elude these criteria, such as anecdotal accounts, subjective experiences, or non-replicable events. This creates a natural tension, as science must maintain skepticism in the absence of verifiable data. However, the unexplained is not a static opponent to science but rather its frontier. Historically, phenomena once considered mysterious, from lightning to disease, have been systematically incorporated into scientific understanding. Thus, the interaction is less a conflict and more a continuous process where the structured methods of investigation are applied to the persistent questions that lie just beyond the edge of current knowledge.",1,1,0.99988866,AI_Generic,False,False
"The province of the scientific mind is one of demonstrable law and material fact, a well-lit chamber where all things may be weighed, measured, and, with due diligence, replicated. Such a mind regards any phenomenon that resists this sober scrutiny as an error of the senses or the product of a disordered constitution. Yet these shadows persist at the edge of his ordered world; they represent a frontier of knowledge where the most scrupulous observer must concede the limits of his own instruments. It is here that the purely clinical intellect, divested of superstitious fear, confronts the unexplained not as a spectre, but as a recalcitrant specimen—a problem as yet unclassified, a lock for which no key has yet been forged.",1,1,0.9999528,Robert Louis Stevenson,False,False
"From my window, I observe the parade of so-called good men, and I confess a certain grim amusement. There goes a fine gentleman, his countenance a study in pious charity, yet in the shifting gaslight I see the feral glint in his eye—the very same I once spied in a cur fighting over a bone in some wretched close. His voice, a low rumble of pleasantries, cannot quite disguise the dry rasp of judgement within. He carries the scent of expensive lavender water, a cloying perfume that struggles to mask a deeper, rank odour of the soul’s dark cellar. Each man, I’ve found, is merely a well-appointed house built over a squalid den; one need only listen at the door to hear the bestial scratching from within, a desperate and odious sound.",1,1,0.9997625,Robert Louis Stevenson,False,False
"The duality of human nature is a landscape of stark and beautiful contradictions, a constant tension played out within a single soul. Within the same heart that swells with profound empathy and selfless love, there can also lie the cold seeds of cruelty and selfish ambition. A mind capable of composing a symphony or unlocking the universe's secrets is equally capable of devising intricate methods of destruction. This internal schism is not a flaw, but a fundamental condition; we are creatures of both shadow and light, our virtues casting long, dark silhouettes of our vices. The gentle hand that offers comfort can clench into a fist of rage, often with only a breath of difference between the two. It is this fragile, volatile balance—this quiet war between the angel and the beast within—that forges the very essence of our shared experience, making humanity a story of both magnificent grace and devastating tragedy.",1,1,0.99997413,AI_Generic,False,False
"Again the avenger had been foiled, and again his concentrated hatred urged him to continue the pursuit. Funds were wanting, however, and for some time he had to return to work, saving every dollar for his approaching journey. At last, having collected enough to keep life in him, he departed for Europe, and tracked his enemies from city to city, working his way in any menial capacity, but never overtaking the fugitives. When he reached St. Petersburg they had departed for Paris; and when he followed them there he learned that they had just set off for Copenhagen. At the Danish capital he was again a few days late, for they had journeyed on to London, where he at last succeeded in running them to earth. As to what occurred there, we cannot do better than quote the old hunter’s own account, as duly recorded in Dr. Watson’s Journal, to which we are already under such obligations.",0,0,1.734659e-05,Human,False,False
"“‘At least,’ said he, ‘you will not have me arrested at once. It would be to your advantage as well as mine if I might leave the house for five minutes.’ “‘That you may get away, or perhaps that you may conceal what you have stolen,’ said I. And then, realising the dreadful position in which I was placed, I implored him to remember that not only my honour but that of one who was far greater than I was at stake; and that he threatened to raise a scandal which would convulse the nation. He might avert it all if he would but tell me what he had done with the three missing stones.",0,0,9.332344e-06,Human,False,False
"For a moment he had staggered and nearly fallen, but the brandy brought a tinge of colour into his cheeks, and he sat staring with frightened eyes at his accuser. “I have almost every link in my hands, and all the proofs which I could possibly need, so there is little which you need tell me. Still, that little may as well be cleared up to make the case complete. You had heard, Ryder, of this blue stone of the Countess of Morcar’s?” “It was Catherine Cusack who told me of it,” said he in a crackling voice. “I see—her ladyship’s waiting-maid. Well, the temptation of sudden wealth so easily acquired was too much for you, as it has been for better men before you; but you were not very scrupulous in the means you used. It seems to me, Ryder, that there is the making of a very pretty villain in you. You knew that this man Horner, the plumber, had been concerned in some such matter before, and that suspicion would rest the more readily upon him. What did you do, then? You made some small job in my lady’s room—you and your confederate Cusack—and you managed that he should be the man sent for. Then, when he had left, you rifled the jewel-case, raised the alarm, and had this unfortunate man arrested. You then—”",0,0,2.6377558e-05,Human,False,False
"She seemed to recover herself at that, turned without a word, walked rapidly through the garden, and disappeared into the house, leaving Will in some confusion as to the result. He walked up and down the garden, whistling softly to himself. Sometimes he stopped and contemplated the sky and hill-tops; sometimes he went down to the tail of the weir and sat there, looking foolishly in the water. All this dubiety and perturbation was so foreign to his nature and the life which he had resolutely chosen for himself, that he began to regret Marjory’s arrival. “After all,” he thought, “I was as happy as a man need be. I could come down here and watch my fishes all day long if I wanted: I was as settled and contented as my old mill.”",0,0,1.09026105e-05,Human,False,False
"“Still looking for your boot?” “Yes, sir, and mean to find it.” “But, surely, you said that it was a new brown boot?” “So it was, sir. And now it’s an old black one.” “What! you don’t mean to say—?” “That’s just what I do mean to say. I only had three pairs in the world—the new brown, the old black, and the patent leathers, which I am wearing. Last night they took one of my brown ones, and today they have sneaked one of the black. Well, have you got it? Speak out, man, and don’t stand staring!” An agitated German waiter had appeared upon the scene.",0,0,5.2308947e-06,Human,False,False
"As he spoke he drew the dog-whip swiftly from the dead man’s lap, and throwing the noose round the reptile’s neck he drew it from its horrid perch and, carrying it at arm’s length, threw it into the iron safe, which he closed upon it. Such are the true facts of the death of Dr. Grimesby Roylott, of Stoke Moran. It is not necessary that I should prolong a narrative which has already run to too great a length by telling how we broke the sad news to the terrified girl, how we conveyed her by the morning train to the care of her good aunt at Harrow, of how the slow process of official inquiry came to the conclusion that the doctor met his fate while indiscreetly playing with a dangerous pet. The little which I had yet to learn of the case was told me by Sherlock Holmes as we travelled back next day.",0,0,4.039739e-05,Human,False,False
"Woven into the fabric of culture is the ancient tapestry of folklore, a collection of whispered tales and generational memories shared by the hearthside. These stories—of cunning spirits, fated heroes, and cautionary outcomes—serve as the rich soil from which superstition grows. Superstition is the tangible echo of these narratives, manifesting as small, instinctual rituals designed to appease unseen forces and negotiate with fate. It is the hurried knock on wood to ward off a jinx, the pinch of salt tossed over a shoulder to blind a lurking devil, or the careful avoidance of a split path. Together, they form a living history, a framework of belief that attempts to impose a semblance of control and meaning upon a world teeming with uncertainty. They are the quiet, persistent hum of a more mystical past, a testament to humanity’s enduring desire to understand the shadows that dance just beyond the firelight.",1,1,0.99997675,AI_Generic,False,False
"“There’s a cold-blooded scoundrel!” said Holmes, laughing, as he threw himself down into his chair once more. “That fellow will rise from crime to crime until he does something very bad, and ends on a gallows. The case has, in some respects, been not entirely devoid of interest.” “I cannot now entirely see all the steps of your reasoning,” I remarked. “Well, of course it was obvious from the first that this Mr. Hosmer Angel must have some strong object for his curious conduct, and it was equally clear that the only man who really profited by the incident, as far as we could see, was the stepfather. Then the fact that the two men were never together, but that the one always appeared when the other was away, was suggestive. So were the tinted spectacles and the curious voice, which both hinted at a disguise, as did the bushy whiskers. My suspicions were all confirmed by his peculiar action in typewriting his signature, which, of course, inferred that his handwriting was so familiar to her that she would recognise even the smallest sample of it. You see all these isolated facts, together with many minor ones, all pointed in the same direction.”",0,0,1.8815734e-05,Human,False,False
"“My father was, as you may have guessed, Major John Sholto, once of the Indian army. He retired some eleven years ago, and came to live at Pondicherry Lodge in Upper Norwood. He had prospered in India, and brought back with him a considerable sum of money, a large collection of valuable curiosities, and a staff of native servants. With these advantages he bought himself a house, and lived in great luxury. My twin-brother Bartholomew and I were the only children. “I very well remember the sensation which was caused by the disappearance of Captain Morstan. We read the details in the papers, and, knowing that he had been a friend of our father’s, we discussed the case freely in his presence. He used to join in our speculations as to what could have happened. Never for an instant did we suspect that he had the whole secret hidden in his own breast,—that of all men he alone knew the fate of Arthur Morstan.",0,0,1.0748364e-05,Human,False,False
"“I wasn’t destined to do much soldiering, however. I had just got past the goose-step, and learned to handle my musket, when I was fool enough to go swimming in the Ganges. Luckily for me, my company sergeant, John Holder, was in the water at the same time, and he was one of the finest swimmers in the service. A crocodile took me, just as I was half-way across, and nipped off my right leg as clean as a surgeon could have done it, just above the knee. What with the shock and the loss of blood, I fainted, and should have drowned if Holder had not caught hold of me and paddled for the bank. I was five months in hospital over it, and when at last I was able to limp out of it with this timber toe strapped to my stump I found myself invalided out of the army and unfitted for any active occupation.",0,0,1.2928106e-05,Human,False,False
"“What does it suggest?” “It suggests—halloa, my dear fellow, what on earth is the matter?” As we came round the top of the stairs we had run up against Sir Henry Baskerville himself. His face was flushed with anger, and he held an old and dusty boot in one of his hands. So furious was he that he was hardly articulate, and when he did speak it was in a much broader and more Western dialect than any which we had heard from him in the morning. “Seems to me they are playing me for a sucker in this hotel,” he cried. “They’ll find they’ve started in to monkey with the wrong man unless they are careful. By thunder, if that chap can’t find my missing boot there will be trouble. I can take a joke with the best, Mr. Holmes, but they’ve got a bit over the mark this time.”",0,0,9.915094e-06,Human,False,False
"“You first, Small,” remarked the wary Jones as they left the room. “I’ll take particular care that you don’t club me with your wooden leg, whatever you may have done to the gentleman at the Andaman Isles.” “Well, and there is the end of our little drama,” I remarked, after we had set some time smoking in silence. “I fear that it may be the last investigation in which I shall have the chance of studying your methods. Miss Morstan has done me the honour to accept me as a husband in prospective.” He gave a most dismal groan. “I feared as much,” said he. “I really cannot congratulate you.”",0,0,1.450056e-05,Human,False,False
"The _Daily Telegraph_ remarked that in the history of crime there had seldom been a tragedy which presented stranger features. The German name of the victim, the absence of all other motive, and the sinister inscription on the wall, all pointed to its perpetration by political refugees and revolutionists. The Socialists had many branches in America, and the deceased had, no doubt, infringed their unwritten laws, and been tracked down by them. After alluding airily to the Vehmgericht, aqua tofana, Carbonari, the Marchioness de Brinvilliers, the Darwinian theory, the principles of Malthus, and the Ratcliff Highway murders, the article concluded by admonishing the Government and advocating a closer watch over foreigners in England.",0,0,0.23035452,Human,False,False
"The Science of Deduction is a rigorous mental discipline, a systematic method for unraveling complex truths from seemingly mundane observations. Its foundation lies in acute, unwavering observation—the ability to see what others merely look at. From a single speck of mud on a trouser leg to the faintest scratch on a watch case, no detail is considered too trivial. Each observation becomes a premise in a chain of logical inference, drawing upon a vast and meticulously organized store of knowledge. This repository, spanning everything from toxicology to the types of cigar ash, provides the necessary context to transform a simple fact into a significant clue. The practitioner then employs the crucial principle of elimination, methodically discarding impossibilities until only one logical conclusion remains, no matter how improbable it may seem. It is the art of constructing a complete, undeniable narrative from fragmented, overlooked evidence, demonstrating that the grandest of solutions are often hidden within the smallest of details.",1,1,0.9999535,AI_Generic,False,False
"“‘Why, as to that, gentlemen,’ I answered, trying also to be cool, but feeling as excited as he did, ‘there is only one bargain which a man in my position can make. I shall want you to help me to my freedom, and to help my three companions to theirs. We shall then take you into partnership, and give you a fifth share to divide between you.’ “‘Hum!’ said he. ‘A fifth share! That is not very tempting.’ “‘It would come to fifty thousand apiece,’ said I. “‘But how can we gain your freedom? You know very well that you ask an impossibility.’",0,0,5.037066e-06,Human,False,False
"“There was no one in the street?” “Not a livin’ soul, sir, nor as much as a dog. Then I pulled myself together and went back and pushed the door open. All was quiet inside, so I went into the room where the light was a-burnin’. There was a candle flickerin’ on the mantelpiece—a red wax one—and by its light I saw——” “Yes, I know all that you saw. You walked round the room several times, and you knelt down by the body, and then you walked through and tried the kitchen door, and then——” John Rance sprang to his feet with a frightened face and suspicion in his eyes. “Where was you hid to see all that?” he cried. “It seems to me that you knows a deal more than you should.”",0,0,4.059128e-06,Human,False,False
"Lord St. Simon had by no means relaxed his rigid attitude, but had listened with a frowning brow and a compressed lip to this long narrative. “Excuse me,” he said, “but it is not my custom to discuss my most intimate personal affairs in this public manner.” “Then you won’t forgive me? You won’t shake hands before I go?” “Oh, certainly, if it would give you any pleasure.” He put out his hand and coldly grasped that which she extended to him. “I had hoped,” suggested Holmes, “that you would have joined us in a friendly supper.” “I think that there you ask a little too much,” responded his Lordship. “I may be forced to acquiesce in these recent developments, but I can hardly be expected to make merry over them. I think that with your permission I will now wish you all a very good-night.” He included us all in a sweeping bow and stalked out of the room.",0,0,2.5688443e-05,Human,False,False
"“A viper!” cried Jean-Marie, running towards him. “A viper! You are bitten!” The Doctor came down heavily out of the cleft, and, advanced in silence to meet the boy, whom he took roughly by the shoulder. “I have found it,” he said, with a gasp. “A plant?” asked Jean-Marie. Desprez had a fit of unnatural gaiety, which the rocks took up and mimicked. “A plant!” he repeated scornfully. “Well—yes—a plant. And here,” he added suddenly, showing his right hand, which he had hitherto concealed behind his back—“here is one of the bulbs.” Jean-Marie saw a dirty platter, coated with earth.",0,0,1.10904275e-05,Human,False,False
"“I beg your pardon, Dr. Lanyon,” he replied civilly enough. “What you say is very well founded; and my impatience has shown its heels to my politeness. I come here at the instance of your colleague, Dr. Henry Jekyll, on a piece of business of some moment; and I understood…” He paused and put his hand to his throat, and I could see, in spite of his collected manner, that he was wrestling against the approaches of the hysteria—“I understood, a drawer…” But here I took pity on my visitor’s suspense, and some perhaps on my own growing curiosity. “There it is, sir,” said I, pointing to the drawer, where it lay on the floor behind a table and still covered with the sheet.",0,0,8.768193e-06,Human,False,False
"“After we had counted our treasures we put them back into the chest and carried them to the gateway to show them to Mahomet Singh. Then we solemnly renewed our oath to stand by each other and be true to our secret. We agreed to conceal our loot in a safe place until the country should be at peace again, and then to divide it equally among ourselves. There was no use dividing it at present, for if gems of such value were found upon us it would cause suspicion, and there was no privacy in the fort nor any place where we could keep them. We carried the box, therefore, into the same hall where we had buried the body, and there, under certain bricks in the best-preserved wall, we made a hollow and put our treasure. We made careful note of the place, and next day I drew four plans, one for each of us, and put the sign of the four of us at the bottom, for we had sworn that we should each always act for all, so that none might take advantage. That is an oath that I can put my hand to my heart and swear that I have never broken.",0,0,9.865971e-06,Human,False,False
"To observe my friend in the throes of a problem was to witness the Science of Deduction in its purest form. The very air in our Baker Street rooms would grow still, thick with the acrid clouds of his strongest shag, the only sounds the faint hiss of the gas-lamp and the methodical ticking of the clock upon the mantel. I have watched him, motionless for the better part of an hour, his hawk-like gaze fixed upon a single speck of dust on a client’s boot or a frayed thread upon a sleeve. To my own senses, these were but trifles, yet to his extraordinary mind, they were the essential cogs in a great logical engine. Each scent, each sound, each minute visual inconsistency was a datum to be filed and sorted, until the chaotic impressions of the physical world resolved themselves, with the cold, inevitable clarity of a mathematical proof, into a single, demonstrable truth.",1,1,0.9999105,Arthur Conan Doyle,False,False
"Soon there came an interchange of speeches between him and Rorie. “Was it there?” asked my uncle. “Ou, ay!” said Rorie. I observed that they both spoke in a manner of aside, and with some show of embarrassment, and that Mary herself appeared to colour, and looked down on her plate. Partly to show my knowledge, and so relieve the party from an awkward strain, partly because I was curious, I pursued the subject. “You mean the fish?” I asked. “Whatten fish?” cried my uncle. “Fish, quo’ he! Fish! Your een are fu’ o’ fatness, man; your heid dozened wi’ carnal leir. Fish! it’s a bogle!”",0,0,4.6069804e-06,Human,False,False
"‘If he takes it ill, why it’ll be a herring across John’s tracks, and perhaps all for the best. He’s a confounded muff, this brother of mine, but he seems a decent soul.’ At that stage a door opened below with a certain emphasis, and Mr. Nicholson was seen solemnly to descend the stairs, and pass into his own apartment. Alexander followed, quaking inwardly, but with a steady face. He knocked, was bidden to enter, and found his father standing in front of the forced drawer, to which he pointed as he spoke. ‘This is a most extraordinary thing,’ said he; ‘I have been robbed!’",0,0,7.5495004e-06,Human,False,False
"A sound of quick steps broke the silence of the moor. Crouching among the stones we stared intently at the silver-tipped bank in front of us. The steps grew louder, and through the fog, as through a curtain, there stepped the man whom we were awaiting. He looked round him in surprise as he emerged into the clear, starlit night. Then he came swiftly along the path, passed close to where we lay, and went on up the long slope behind us. As he walked he glanced continually over either shoulder, like a man who is ill at ease. “Hist!” cried Holmes, and I heard the sharp click of a cocking pistol. “Look out! It’s coming!”",0,0,6.33977e-05,Human,False,False
"“It was in his pocket-book that we found it.” “Preserve it carefully, then, Miss Morstan, for it may prove to be of use to us. I begin to suspect that this matter may turn out to be much deeper and more subtle than I at first supposed. I must reconsider my ideas.” He leaned back in the cab, and I could see by his drawn brow and his vacant eye that he was thinking intently. Miss Morstan and I chatted in an undertone about our present expedition and its possible outcome, but our companion maintained his impenetrable reserve until the end of our journey.",0,0,1.8580999e-05,Human,False,False
"Domestic tragedy is a dramatic genre that focuses on the tragic downfall of ordinary, middle-class protagonists, departing from the classical tradition of featuring kings and nobility. Set within the private sphere of the home, its plot revolves around personal and familial conflicts such as marital infidelity, financial ruin, and the pressures of social conformity. By presenting relatable characters grappling with everyday, yet catastrophic, circumstances, the genre aims to evoke a powerful sense of pathos and demonstrate that tragedy is not exclusive to the great and powerful. While its roots can be traced to Renaissance England with plays like *Arden of Faversham*, domestic tragedy was famously revitalized in the modern era. Playwrights like Henrik Ibsen and Arthur Miller used the form to explore psychological realism and social critique, with Miller’s *Death of a Salesman* serving as a quintessential example of the common man's tragic struggle against an indifferent society.",1,1,0.99978894,AI_Generic,False,False
"“Nothing could be more unlike.” “I expected to hear you say so. We shall look out for you, then, at six. Pray allow me to keep the papers. I may look into the matter before then. It is only half-past three. _Au revoir_, then.” “_Au revoir_,” said our visitor, and, with a bright, kindly glance from one to the other of us, she replaced her pearl-box in her bosom and hurried away. Standing at the window, I watched her walking briskly down the street, until the grey turban and white feather were but a speck in the sombre crowd. “What a very attractive woman!” I exclaimed, turning to my companion.",0,0,1.49421e-05,Human,False,False
"‘Well,’ said Dick, ‘I met him often; we were even intimate. He may have mentioned my name—Naseby.’ ‘He writes so little. He is so busy, so devoted to his art! I have had a half wish,’ she added laughing, ‘that my father was a plainer man, whom I could help—to whom I could be a credit; but only sometimes, you know, and with only half my heart. For a great painter! You have seen his works?’ ‘I have seen some of them,’ returned Dick; ‘they—they are very nice.’ She laughed aloud. ‘Nice?’ she repeated. ‘I see you don’t care much for art.’",0,0,3.5028784e-06,Human,False,False
"The appearance of our visitor was a surprise to me, since I had expected a typical country practitioner. He was a very tall, thin man, with a long nose like a beak, which jutted out between two keen, grey eyes, set closely together and sparkling brightly from behind a pair of gold-rimmed glasses. He was clad in a professional but rather slovenly fashion, for his frock-coat was dingy and his trousers frayed. Though young, his long back was already bowed, and he walked with a forward thrust of his head and a general air of peering benevolence. As he entered his eyes fell upon the stick in Holmes’s hand, and he ran towards it with an exclamation of joy. “I am so very glad,” said he. “I was not sure whether I had left it here or in the Shipping Office. I would not lose that stick for the world.”",0,0,5.7385845e-05,Human,False,False
"I fear, however, that in her heart of hearts, madame kindly despised and pitied the boy. She had no admiration for his class of virtues; she liked a smart, polite, forward, roguish sort of boy, cap in hand, light of foot, meeting the eye; she liked volubility, charm, a little vice—the promise of a second Doctor Desprez. And it was her indefeasible belief that Jean-Marie was dull. “Poor dear boy,” she had said once, “how sad it is that he should be so stupid!” She had never repeated that remark, for the Doctor had raged like a wild bull, denouncing the brutal bluntness of her mind, bemoaning his own fate to be so unequally mated with an ass, and, what touched Anastasie more nearly, menacing the table china by the fury of his gesticulations. But she adhered silently to her opinion; and when Jean-Marie was sitting, stolid, blank, but not unhappy, over his unfinished tasks, she would snatch her opportunity in the Doctor’s absence, go over to him, put her arms about his neck, lay her cheek to his, and communicate her sympathy with his distress. “Do not mind,” she would say; “I, too, am not at all clever, and I can assure you that it makes no difference in life.”",0,0,2.7646096e-05,Human,False,False
"Mr. Utterson the lawyer was a man of a rugged countenance, that was never lighted by a smile; cold, scanty and embarrassed in discourse; backward in sentiment; lean, long, dusty, dreary, and yet somehow lovable. At friendly meetings, and when the wine was to his taste, something eminently human beaconed from his eye; something indeed which never found its way into his talk, but which spoke not only in these silent symbols of the after-dinner face, but more often and loudly in the acts of his life. He was austere with himself; drank gin when he was alone, to mortify a taste for vintages; and though he enjoyed the theatre, had not crossed the doors of one for twenty years. But he had an approved tolerance for others; sometimes wondering, almost with envy, at the high pressure of spirits involved in their misdeeds; and in any extremity inclined to help rather than to reprove. “I incline to Cain’s heresy,” he used to say quaintly: “I let my brother go to the devil in his own way.” In this character, it was frequently his fortune to be the last reputable acquaintance and the last good influence in the lives of down-going men. And to such as these, so long as they came about his chambers, he never marked a shade of change in his demeanour.",0,0,0.00010478811,Human,False,False
"What an afternoon it was for Esther! ‘Ah!’ she said at last, ‘it’s good to hear all this! My aunt, you should know, is narrow and too religious; she cannot understand an artist’s life. It does not frighten me,’ she added grandly; ‘I am an artist’s daughter.’ With that speech, Dick consoled himself for his imposture; she was not deceived so grossly after all; and then if a fraud, was not the fraud piety itself?—and what could be more obligatory than to keep alive in the heart of a daughter that filial trust and honour which, even although misplaced, became her like a jewel of the mind? There might be another thought, a shade of cowardice, a selfish desire to please; poor Dick was merely human; and what would you have had him do?",0,0,8.928971e-05,Human,False,False
"Could the very evidence of one's eyes prove to be the most damnable of lies? He saw it now with a terrible, crystalline clarity that sent a jolt through his very frame. That shuffling gait of the supposed vagrant was no infirmity of age, but a masterful affectation; the stooped shoulders a mere pantomime beneath which lay the powerful frame of an athlete. While the Inspector blundered on, chasing a phantom down the wrong alley, the true quarry was preparing to melt into the London fog. And the eyes—good heavens, the eyes!—beneath the grimy brim of the hat, they held not the dullness of the destitute but a sharp, predatory gleam he had last seen across a courtroom. It was him. Every second wasted was a victory for this charade, a step closer to the villain’s escape, and there was not a moment to be lost.",1,1,0.9998721,Arthur Conan Doyle,False,False
"Must every shadow that flickers at the edge of sight be pinned and labelled like some wretched butterfly? I watch them, these new gentry of the laboratory, with their gleaming brass and their charts of absolute fact, bustling about in a fury of classification. To them, every groan from an old house is merely the settling of timber, and every premonition of the soul a figment of poor digestion. They dismiss the midnight whispers and the tales of the heath as the follies of a less-enlightened age, patting themselves on the back for their brilliant clarity. Yet, in their fervent denial, I perceive a terror far greater than that of any countryman who fears a ghost; for the man of science dreads not the spectre in the dark, but the simple, galling possibility that there is something in God’s creation which will not fit tidily into his little boxes.",1,1,0.99994326,Robert Louis Stevenson,False,False
"“But why keep me in the dark?” “For you to know could not have helped us and might possibly have led to my discovery. You would have wished to tell me something, or in your kindness you would have brought me out some comfort or other, and so an unnecessary risk would be run. I brought Cartwright down with me—you remember the little chap at the express office—and he has seen after my simple wants: a loaf of bread and a clean collar. What does man want more? He has given me an extra pair of eyes upon a very active pair of feet, and both have been invaluable.”",0,0,1.0371243e-05,Human,False,False
"The man of science laughs at a shadow. He has his charts, his lens, his incontrovertible proof. He would dissect a soul if he could, and declare it naught but agitated tissue. For him, a whisper in the dark is merely wind, and a premonition is undigested beef. He calls this knowledge; it is a profound and polished ignorance. Against him stands the credulous fool, who prefers a comforting phantom to the cold void. This one mistakes a creaking floorboard for a message from the dead. His fear is a kind of faith. And so the two squabble in the half-light, one with his scalpel, the other with his prayer. Neither sees that the true horror is not what hides in the darkness, but the pitiful nature of the man who must define it.",1,1,0.999861,Robert Louis Stevenson,False,False
"“And these other people?” “They are mostly sent on by private inquiry agencies. They are all people who are in trouble about something, and want a little enlightening. I listen to their story, they listen to my comments, and then I pocket my fee.” “But do you mean to say,” I said, “that without leaving your room you can unravel some knot which other men can make nothing of, although they have seen every detail for themselves?” “Quite so. I have a kind of intuition that way. Now and again a case turns up which is a little more complex. Then I have to bustle about and see things with my own eyes. You see I have a lot of special knowledge which I apply to the problem, and which facilitates matters wonderfully. Those rules of deduction laid down in that article which aroused your scorn, are invaluable to me in practical work. Observation with me is second nature. You appeared to be surprised when I told you, on our first meeting, that you had come from Afghanistan.”",0,0,1.7021306e-05,Human,False,False
"Aros itself—Aros Jay, I have heard the natives call it, and they say it means _the House of God_—Aros itself was not properly a piece of the Ross, nor was it quite an islet. It formed the south-west corner of the land, fitted close to it, and was in one place only separated from the coast by a little gut of the sea, not forty feet across the narrowest. When the tide was full, this was clear and still, like a pool on a land river; only there was a difference in the weeds and fishes, and the water itself was green instead of brown; but when the tide went out, in the bottom of the ebb, there was a day or two in every month when you could pass dryshod from Aros to the mainland. There was some good pasture, where my uncle fed the sheep he lived on; perhaps the feed was better because the ground rose higher on the islet than the main level of the Ross, but this I am not skilled enough to settle. The house was a good one for that country, two storeys high. It looked westward over a bay, with a pier hard by for a boat, and from the door you could watch the vapours blowing on Ben Kyaw.",0,0,2.6748867e-05,Human,False,False
